col1,col2,
305,0.00000007,
306,0.00000031,
307,0.00000023,
308,0.00000072,
309,0.00000024,
310,0.00000085,
311,0.00000061,
312,0.00000058,
313,0.00000019,
314,0.00000027,
315,0.00000102,
316,0.00000041,
317,0.00000066,
318,0.00000085,
319,0.0000015,
320,0,
321,0.00000005,
322,0.0000057,
323,0.00000118,
324,0.00000021,
325,0,
326,0.00000018,
327,0,
328,0.00000005,
329,0,
330,0.00000017,
331,0,
332,0,
333,0,
334,0,
335,0,
336,0,
337,0.00000057,
338,0,
339,0,
340,0,
341,0.00000023,
342,0,
343,0,
344,0.00000065,
345,0.00000079,
346,0.00000096,
347,0.00000006,
348,0,
349,0,
350,0.00000055,
351,0.00000082,
352,0.00000031,
353,0.00000011,
354,0,
355,0,
356,0.00000034,
357,0,
358,0,
359,0,
360,0.00000064,
361,0.00000078,
362,0.0000019,
363,0.00000033,
364,0.00000054,
365,0.00000022,
366,0.00000017,
367,0,
368,0.00000034,
369,0,
370,0.00000109,
371,0,
372,0.00000026,
373,0,
374,0.00000026,
375,0,
376,0.00000036,
377,0,
378,0,
379,0,
380,0,
381,0,
382,0.0000003,
383,0,
384,0,
385,0.00000127,
386,0.00000007,
387,0,
388,0,
389,0,
390,0,
391,0.0000006,
392,0.00000136,
393,0.0000038,
394,0,
395,0.00000036,
396,0.00000169,
397,0.00000152,
398,0.0000016,
399,0.0000076,
400,0.00000041,
401,0,
402,0,
403,0.00000021,
404,0.0000038,
405,0.00000127,
406,0,
407,0.00000057,
408,0.00000014,
409,0.00000054,
410,0.00000016,
411,0,
412,0.00000033,
413,0.00000009,
414,0.00000011,
415,0,
416,0,
417,0.00000086,
418,0,
419,0,
420,0.00000051,
421,0.0000008,
422,0.00000028,
423,0.00000013,
424,0,
425,0.00000019,
426,0.0000002,
427,0,
428,0.00000011,
429,0,
430,0.00000021,
431,0,
432,0,
433,0.00000013,
434,0,
435,0.00000047,
436,0.0000038,
437,0,
438,0.00000072,
439,0,
440,0.00000134,
441,0.00000029,
442,0,
443,0,
444,0.0000038,
445,0.00000031,
446,0,
447,0,
448,0.00000134,
449,0,
450,0.00000037,
451,0.00000076,
452,0.00000024,
453,0.00000044,
454,0.00000074,
455,0,
456,0,
457,0,
458,0.00000266,
459,0.00000014,
460,0,
461,0,
462,0.00000042,
463,0,
464,0.00000031,
465,0,
466,0.00000018,
467,0.00000146,
468,0.0000002,
469,0.0000012,
470,0.00000013,
471,0.00000127,
472,0.00000027,
473,0,
474,0,
475,0.00000003,
476,0,
477,0.00000058,
478,0,
479,0,
480,0,
481,0.00000037,
482,0,
483,0.00000029,
484,0.0000038,
485,0.0000038,
486,0,
487,0.00000046,
488,0,
489,0,
490,0.00000007,
491,0.00000058,
492,0.00000067,
493,0.00000029,
494,0,
495,0.0000038,
496,0.0000004,
497,0,
498,0.00000052,
499,0,
500,0,
501,0.00000017,
502,0,
503,0.00000015,
504,0,
505,0,
506,0,
507,0.00000195,
508,0,
509,0,
510,0.00000169,
511,0,
512,0,
513,0.00000126,
514,0,
515,0.00000039,
516,0,
517,0,
518,0,
519,0,
520,0,
521,0,
522,0.00000043,
523,0,
524,0.00000117,
525,0.00000292,
526,0.00000025,
527,0.0000038,
528,0.00000055,
529,0,
530,0.0000003,
531,0,
532,0.00000019,
533,0,
534,0.00000127,
535,0.00000127,
536,0.00000069,
537,0.00000038,
538,0.00000027,
539,0.00000124,
540,0.00000025,
541,0,
542,0.00000029,
543,0,
544,0.00000032,
545,0,
546,0.00000017,
547,0.00000092,
548,0.00000054,
549,0.00000048,
550,0.0000002,
551,0.0000008,
552,0.00000031,
553,0.00000011,
554,0.0000002,
555,0.00000029,
556,0.00000167,
557,0,
558,0.00000012,
559,0,
560,0,
561,0,
562,0,
563,0.00000114,
564,0.00000038,
565,0.00000028,
566,0.00000271,
567,0,
568,0.0000038,
569,0.00000036,
570,0.00000012,
571,0,
572,0,
573,0,
574,0,
575,0,
576,0,
577,0,
578,0.00000017,
579,0,
580,0,
581,0,
582,0,
583,0.0000038,
584,0.00000027,
585,0,
586,0,
587,0,
588,0,
589,0,
590,0,
591,0.00000059,
592,0.00000077,
593,0.00000024,
594,0.0000038,
595,0.00000117,
596,0.00000031,
597,0.00000304,
598,0.0000001,
599,0,
600,0,
601,0,
602,0,
603,0.00000066,
604,0,
605,0,
606,0,
607,0.00000019,
608,0,
609,0.00000066,
610,0,
611,0,
612,0,
613,0,
614,0,
615,0.00000253,
616,0.0000007,
617,0.00000114,
618,0.00000063,
619,0,
620,0,
621,0,
622,0,
623,0.00000054,
624,0,
625,0.00000253,
626,0,
627,0.00000053,
628,0,
629,0,
630,0,
631,0,
632,0.00000052,
633,0,
634,0.00000012,
635,0,
636,0.00000047,
637,0,
638,0,
639,0,
640,0.00000076,
641,0,
642,0,
643,0.00000038,
644,0,
645,0.0000007,
646,0,
647,0.00000042,
648,0,
649,0.00000032,
650,0,
651,0.00000217,
652,0,
653,0.00000003,
654,0.0000019,
655,0.00000013,
656,0.00000068,
657,0.00000034,
658,0,
659,0,
660,0.00000054,
661,0.00000029,
662,0,
663,0.00000063,
664,0.00000047,
665,0.0000002,
666,0.00000022,
667,0,
668,0.00000546,
669,0,
670,0.00000023,
671,0.00000065,
672,0.00000101,
673,0.00000097,
674,0.00000037,
675,0.00000038,
676,0.00000011,
677,0.00000014,
678,0.00000021,
679,0.00000033,
680,0.00000055,
681,0,
682,0.00000058,
683,0,
684,0.0000006,
685,0.00000072,
686,0,
687,0.00000034,
688,0.0000076,
689,0.00000022,
690,0,
691,0.00000035,
692,0.0000076,
693,0.00000024,
694,0.00000017,
695,0.00000253,
696,0.00000106,
697,0,
698,0,
699,0,
700,0.00000036,
701,0.00000463,
702,0.00000091,
703,0,
704,0.00000085,
705,0,
706,0.00000057,
707,0.00000152,
708,0.00000025,
709,0.00000063,
710,0,
711,0,
712,0.0000038,
713,0.0000003,
714,0,
715,0.00000052,
716,0,
717,0.00000037,
718,0,
719,0,
720,0,
721,0.00000253,
722,0,
723,0.00000178,
724,0.00000507,
725,0.00000009,
726,0.00000096,
727,0.00000027,
728,0.00000032,
729,0.00000044,
730,0.00000107,
731,0.0000007,
732,0.00000056,
733,0.00000024,
734,0.00000057,
735,0.00000015,
736,0,
737,0,
738,0.00000038,
739,0,
740,0.00000163,
741,0.00000114,
742,0.00000127,
743,0.00000062,
744,0.00000012,
745,0,
746,0,
747,0,
748,0,
749,0,
750,0.0000006,
751,0.00000011,
752,0,
753,0,
754,0.00000127,
755,0.00000072,
756,0,
757,0,
758,0.00000038,
759,0,
760,0,
761,0,
762,0,
763,0,
764,0.00000051,
765,0,
766,0.0000011,
767,0,
768,0.00000006,
769,0,
770,0,
771,0.00000042,
772,0.0000038,
773,0.00000018,
774,0,
775,0,
776,0,
777,0,
778,0.00000042,
779,0,
780,0.0000006,
781,0,
782,0.00000083,
783,0.00000608,
784,0.00000061,
785,0,
786,0,
787,0.00000097,
788,0,
789,0,
790,0,
791,0.00000073,
792,0,
793,0.0000004,
794,0,
795,0.00000077,
796,0.00000353,
797,0.00000032,
798,0.00000247,
799,0,
800,0,
801,0.00000048,
802,0,
803,0,
804,0,
805,0,
806,0,
807,0,
808,0.000004,
809,0.00000043,
810,0.00000199,
811,0,
812,0.00000025,
813,0.00000323,
814,0.00000163,
815,0.00000203,
816,0.00000048,
817,0,
818,0.00000029,
819,0.00000033,
820,0.00000013,
821,0.00000127,
822,0.00000051,
823,0.00000028,
824,0,
825,0.00000035,
826,0,
827,0.00000039,
828,0,
829,0.00000019,
830,0,
831,0.00000033,
832,0,
833,0.00000006,
834,0,
835,0.00000097,
836,0.0000038,
837,0,
838,0.00000049,
839,0,
840,0.00000027,
841,0.00000015,
842,0.00000028,
843,0.00000051,
844,0,
845,0,
846,0.00000076,
847,0.00000057,
848,0,
849,0,
850,0.00000101,
851,0.00000031,
852,0.00000003,
853,0.00000031,
854,0.00000127,
855,0.0000002,
856,0,
857,0.00000022,
858,0,
859,0,
860,0,
861,0.00000064,
862,0,
863,0,
864,0.00000063,
865,0.00000026,
866,0,
867,0,
868,0.0000076,
869,0.0000009,
870,0.00000134,
871,0,
872,0.00000066,
873,0,
874,0.00000015,
875,0,
876,0.00000021,
877,0,
878,0.00000023,
879,0.0000076,
880,0,
881,0.00000049,
882,0,
883,0,
884,0,
885,0.00000083,
886,0,
887,0.00000112,
888,0.00000112,
889,0.00000093,
890,0.0000038,
891,0.0000038,
892,0,
893,0.00000026,
894,0,
895,0.00000084,
896,0.0000038,
897,0.0000006,
898,0,
899,0.00000039,
900,0,
901,0.00000034,
902,0.00000253,
903,0.0000076,
904,0.00000073,
905,0,
906,0,
907,0,
908,0.00000014,
909,0,
910,0.0000006,
911,0.00000041,
912,0.00000253,
913,0.00000043,
914,0.00000016,
915,0.00000633,
916,0.00000077,
917,0,
918,0.00000008,
919,0,
920,0,
921,0.00000168,
922,0.00000044,
923,0.00000054,
924,0,
925,0,
926,0,
927,0,
928,0.00000058,
929,0.00000169,
930,0.00000034,
931,0.00000032,
932,0,
933,0,
934,0.00000035,
935,0,
936,0.00000067,
937,0.00000048,
938,0.00000031,
939,0.00000109,
940,0,
941,0,
942,0.00000087,
943,0.00000063,
944,0.00000098,
945,0,
946,0.00000028,
947,0.00000018,
948,0.00000127,
949,0.00000056,
950,0.00000066,
951,0.0000019,
952,0,
953,0.00000024,
954,0.00000115,
955,0.00000028,
956,0,
957,0.00000047,
958,0,
959,0.00000102,
960,0,
961,0.00000029,
962,0.00000041,
963,0.00000042,
964,0.0000004,
965,0.00000127,
966,0.00000024,
967,0.00000026,
968,0,
969,0.00000258,
970,0,
971,0.00000305,
972,0,
973,0,
974,0.00000113,
975,0,
976,0.00000041,
977,0,
978,0,
979,0,
980,0,
981,0,
982,0,
983,0,
984,0,
985,0,
986,0,
987,0,
988,0.00000038,
989,0,
990,0.00000104,
991,0.00000127,
992,0.00000015,
993,0.00000127,
994,0,
995,0.00000046,
996,0,
997,0.00000072,
998,0.00000046,
999,0.00000095,
1000,0.00000034,
1001,0.00000098,
1002,0.00000027,
1003,0.00000022,
1004,0.00000035,
1005,0.00000079,
1006,0.0000007,
1007,0,
1008,0,
1009,0.00000025,
1010,0,
1011,0.00000029,
1012,0,
1013,0,
1014,0,
1015,0,
1016,0.00000046,
1017,0.00000062,
1018,0,
1019,0,
1020,0,
1021,0,
1022,0,
1023,0,
1024,0.00000055,
1025,0,
1026,0.00000029,
1027,0.00000032,
1028,0.00000027,
1029,0.00000102,
1030,0.00000126,
1031,0,
1032,0.0000003,
1033,0,
1034,0,
1035,0,
1036,0.00000021,
1037,0.00000041,
1038,0,
1039,0.00000042,
1040,0.00000127,
1041,0.000002,
1042,0,
1043,0.00000016,
1044,0,
1045,0,
1046,0,
1047,0,
1048,0.00000027,
1049,0,
1050,0,
1051,0.00000101,
1052,0.00000064,
1053,0.00000028,
1054,0,
1055,0.00000048,
1056,0,
1057,0,
1058,0,
1059,0,
1060,0.00000093,
1061,0,
1062,0.00000042,
1063,0,
1064,0.00000018,
1065,0,
1066,0.00000019,
1067,0,
1068,0.00000405,
1069,0,
1070,0,
1071,0,
1072,0.00000007,
1073,0.00000127,
1074,0,
1075,0.00000067,
1076,0,
1077,0,
1078,0,
1079,0.00000032,
1080,0,
1081,0.00000052,
1082,0,
1083,0.0000002,
1084,0,
1085,0.00000065,
1086,0.00000071,
1087,0.00000019,
1088,0.00000253,
1089,0.00000013,
1090,0.00000048,
1091,0,
1092,0.00000044,
1093,0,
1094,0.00000038,
1095,0.00000066,
1096,0.00000021,
1097,0,
1098,0,
1099,0.0000004,
1100,0,
1101,0,
1102,0.00000072,
1103,0.00000081,
1104,0.00000088,
1105,0.00000031,
1106,0,
1107,0,
1108,0,
1109,0,
1110,0.00000253,
1111,0,
1112,0,
1113,0.00000188,
1114,0,
1115,0.00000079,
1116,0.00000331,
1117,0.00000066,
1118,0.00000017,
1119,0.00000033,
1120,0.00000074,
1121,0.00000036,
1122,0,
1123,0.00000077,
1124,0,
1125,0,
1126,0,
1127,0.00000019,
1128,0,
1129,0.00000028,
1130,0,
1131,0.00000026,
1132,0,
1133,0.00000065,
1134,0,
1135,0,
1136,0,
1137,0,
1138,0,
1139,0,
1140,0.00000023,
1141,0,
1142,0.00000044,
1143,0,
1144,0,
1145,0,
1146,0.00000014,
1147,0,
1148,0.00000012,
1149,0.00000016,
1150,0.0000002,
1151,0.00000015,
1152,0.00000036,
1153,0.00000047,
1154,0.0000002,
1155,0.00000068,
1156,0.00000052,
1157,0.00000024,
1158,0.00000152,
1159,0,
1160,0,
1161,0.00000024,
1162,0,
1163,0,
1164,0.0000019,
1165,0.00000014,
1166,0.00000002,
1167,0,
1168,0.00000026,
1169,0,
1170,0,
1171,0,
1172,0,
1173,0,
1174,0,
1175,0.00000037,
1176,0,
1177,0,
1178,0.00000056,
1179,0,
1180,0.00000042,
1181,0.00000042,
1182,0,
1183,0,
1184,0,
1185,0,
1186,0,
1187,0,
1188,0.00000015,
1189,0,
1190,0.00000067,
1191,0,
1192,0,
1193,0,
1194,0,
1195,0.00000157,
1196,0,
1197,0.00000013,
1198,0,
1199,0,
1200,0.0000003,
1201,0,
1202,0.00000082,
1203,0,
1204,0.00000152,
1205,0,
1206,0,
1207,0,
1208,0,
1209,0,
1210,0,
1211,0.00000019,
1212,0,
1213,0.00000021,
1214,0,
1215,0.00000049,
1216,0,
1217,0,
1218,0.00000045,
1219,0,
1220,0,
1221,0.00000042,
1222,0.0000003,
1223,0.00000055,
1224,0,
1225,0,
1226,0,
1227,0,
1228,0,
1229,0.00000033,
1230,0.0000076,
1231,0.00000052,
1232,0,
1233,0,
1234,0,
1235,0.00000023,
1236,0,
1237,0,
1238,0.00000034,
1239,0,
1240,0.0000009,
1241,0,
1242,0.00000152,
1243,0.00000025,
1244,0.00000014,
1245,0,
1246,0.00000019,
1247,0,
1248,0,
1249,0.00000022,
1250,0.00000011,
1251,0,
1252,0.00000028,
1253,0,
1254,0,
1255,0.0000038,
1256,0.00000109,
1257,0,
1258,0,
1259,0.00000036,
1260,0,
1261,0,
1262,0.00000049,
1263,0.00000075,
1264,0,
1265,0.00000067,
1266,0.00000047,
1267,0.00000052,
1268,0.00000054,
1269,0.0000004,
1270,0.00000067,
1271,0,
1272,0,
1273,0.00000063,
1274,0.00000083,
1275,0,
1276,0.00000028,
1277,0.00000608,
1278,0.00000107,
1279,0,
1280,0.00000131,
1281,0,
1282,0.00000033,
1283,0,
1284,0,
1285,0.00000042,
1286,0.00000098,
1287,0.00000026,
1288,0.00000062,
1289,0.00000084,
1290,0.00000042,
1291,0.00000037,
1292,0.00000012,
1293,0,
1294,0.00000014,
1295,0,
1296,0.00000087,
1297,0,
1298,0.00000038,
1299,0.00000127,
1300,0.00000044,
1301,0.00000048,
1302,0.00000062,
1303,0.00000063,
1304,0.0000005,
1305,0.00000072,
1306,0.00000038,
1307,0.00000088,
1308,0.00000049,
1309,0.00000017,
1310,0,
1311,0.00000279,
1312,0.00000168,
1313,0.00000047,
1314,0.00000101,
1315,0,
1316,0.00000036,
1317,0.00000083,
1318,0.00000014,
1319,0,
1320,0,
1321,0.00000039,
1322,0.0000005,
1323,0.00000067,
1324,0.00000032,
1325,0.00000027,
1326,0.00000063,
1327,0.00000061,
1328,0.00000053,
1329,0.00000051,
1330,0.00000092,
1331,0.00000061,
1332,0.00000046,
1333,0.00000025,
1334,0.00000018,
1335,0.00000069,
1336,0.00000092,
1337,0.00000075,
1338,0.00000083,
1339,0,
1340,0,
1341,0.00000034,
1342,0,
1343,0,
1344,0,
1345,0.00000044,
1346,0,
1347,0.00000011,
1348,0.00000022,
1349,0.0000001,
1350,0.00000081,
1351,0,
1352,0.00000032,
1353,0.00000059,
1354,0.00000063,
1355,0.00000298,
1356,0.00000093,
1357,0.00000133,
1358,0.00000077,
1359,0.00000089,
1360,0.00000095,
1361,0.00000118,
1362,0.0000007,
1363,0.0000053,
1364,0.00000084,
1365,0.00000079,
1366,0.00000305,
1367,0.0000014,
1368,0.0000076,
1369,0.00000457,
1370,0.00000051,
1371,0.00000053,
1372,0.00000059,
1373,0.00000037,
1374,0.00000197,
1375,0,
1376,0.00000078,
1377,0,
1378,0.00000064,
1379,0.00000111,
1380,0.00000055,
1381,0.00000035,
1382,0,
1383,0.00000035,
1384,0,
1385,0,
1386,0,
1387,0,
1388,0,
1389,0,
1390,0.00000018,
1391,0.0000038,
1392,0.00000094,
1393,0.00000426,
1394,0.00000074,
1395,0.00000555,
1396,0.0000009,
1397,0.00000013,
1398,0.00000132,
1399,0.00000036,
1400,0,
1401,0.00000027,
1402,0.00000253,
1403,0.00000043,
1404,0.00000013,
1405,0,
1406,0.00000036,
1407,0,
1408,0,
1409,0.00000676,
1410,0.00000408,
1411,0.00000048,
1412,0.0000032,
1413,0.00000066,
1414,0,
1415,0.00000014,
1416,0.0000019,
1417,0.00000035,
1418,0.00000009,
1419,0,
1420,0.00000015,
1421,0,
1422,0,
1423,0,
1424,0.00000014,
1425,0,
1426,0.00000034,
1427,0,
1428,0,
1429,0,
1430,0.00000015,
1431,0.00000035,
1432,0,
1433,0,
1434,0.00000032,
1435,0,
1436,0,
1437,0,
1438,0.00000027,
1439,0,
1440,0.00000031,
1441,0.00000089,
1442,0.00000146,
1443,0.0000005,
1444,0.00000051,
1445,0.00000083,
1446,0.00000082,
1447,0.00000118,
1448,0.00000073,
1449,0.00000085,
1450,0.00000093,
1451,0.00000025,
1452,0.00000092,
1453,0.00000095,
1454,0.00000013,
1455,0.00000054,
1456,0.00000071,
1457,0.00000033,
1458,0.00000067,
1459,0.00000063,
1460,0.00000067,
1461,0.00000013,
1462,0.00000029,
1463,0.00000148,
1464,0,
1465,0.00000098,
1466,0.00000074,
1467,0.00000105,
1468,0.00000072,
1469,0.00000094,
1470,0.00000085,
1471,0.00000086,
1472,0.00000115,
1473,0.00000117,
1474,0.0000004,
1475,0.00000087,
1476,0.00000069,
1477,0.00000073,
1478,0.00000163,
1479,0.00000053,
1480,0.00000046,
1481,0.00000016,
1482,0.00000025,
1483,0.000001,
1484,0.00000039,
1485,0.0000009,
1486,0.00000062,
1487,0.00000099,
1488,0.00000065,
1489,0.0000003,
1490,0.00000081,
1491,0.00000025,
1492,0.0000007,
1493,0.00000038,
1494,0.00000015,
1495,0.00000094,
1496,0.00000042,
1497,0.00000079,
1498,0.00000056,
1499,0.00000031,
1500,0.00000008,
1501,0,
1502,0.00000054,
1503,0.00000028,
1504,0.00000041,
1505,0.00000092,
1506,0.00000066,
1507,0,
1508,0,
1509,0.00000047,
1510,0.00000049,
1511,0.00000085,
1512,0.00000029,
1513,0,
1514,0,
1515,0,
1516,0,
1517,0.00000045,
1518,0,
1519,0.00000045,
1520,0.00000304,
1521,0,
1522,0.00000011,
1523,0,
1524,0,
1525,0,
1526,0,
1527,0.0000004,
1528,0,
1529,0,
1530,0.0000019,
1531,0.00000051,
1532,0.00000018,
1533,0.00000031,
1534,0,
1535,0.00000365,
1536,0,
1537,0.00000024,
1538,0,
1539,0,
1540,0.00000152,
1541,0.00000071,
1542,0.00000019,
1543,0,
1544,0.00000052,
1545,0.00000061,
1546,0,
1547,0.00000041,
1548,0,
1549,0.00000027,
1550,0,
1551,0.00000024,
1552,0,
1553,0.00000022,
1554,0,
1555,0,
1556,0,
1557,0,
1558,0.00000079,
1559,0,
1560,0,
1561,0,
1562,0,
1563,0,
1564,0.00000114,
1565,0.00000059,
1566,0.00000013,
1567,0,
1568,0,
1569,0,
1570,0,
1571,0,
1572,0.00000422,
1573,0,
1574,0,
1575,0,
1576,0.00000088,
1577,0,
1578,0.00000052,
1579,0,
1580,0.00000029,
1581,0.00000253,
1582,0.00000122,
1583,0.00000086,
1584,0.00000127,
1585,0,
1586,0.00000011,
1587,0,
1588,0.00000009,
1589,0,
1590,0.00000036,
1591,0,
1592,0,
1593,0,
1594,0,
1595,0.00000127,
1596,0.00000228,
1597,0.00000054,
1598,0,
1599,0,
1600,0.00000024,
1601,0.00000084,
1602,0.00000048,
1603,0.00000201,
1604,0.00000066,
1605,0.00000048,
1606,0.00000038,
1607,0.00000027,
1608,0.00000026,
1609,0.00000058,
1610,0.00000065,
1611,0.00000048,
1612,0.00000112,
1613,0.00000076,
1614,0.0000007,
1615,0.0000003,
1616,0.00000049,
1617,0.00000046,
1618,0.00000031,
1619,0,
1620,0.00000159,
1621,0,
1622,0.00000047,
1623,0.00000022,
1624,0.0000005,
1625,0,
1626,0.00000051,
1627,0,
1628,0.00000096,
1629,0,
1630,0,
1631,0.00000039,
1632,0,
1633,0,
1634,0,
1635,0,
1636,0.00000012,
1637,0,
1638,0.00000109,
1639,0.00000042,
1640,0.00000048,
1641,0,
1642,0,
1643,0,
1644,0,
1645,0.00000161,
1646,0.00000023,
1647,0.00000054,
1648,0,
1649,0,
1650,0.00000043,
1651,0.00000057,
1652,0.00000014,
1653,0.00000009,
1654,0,
1655,0,
1656,0,
1657,0,
1658,0.00000268,
1659,0.00000133,
1660,0,
1661,0,
1662,0.00000253,
1663,0.00000065,
1664,0,
1665,0.0000002,
1666,0,
1667,0,
1668,0,
1669,0,
1670,0,
1671,0,
1672,0,
1673,0.00000043,
1674,0.00000123,
1675,0.00000118,
1676,0.00000051,
1677,0.00000047,
1678,0.00000094,
1679,0.0000011,
1680,0.00000093,
1681,0.00000255,
1682,0.00000018,
1683,0.00000054,
1684,0.00000047,
1685,0.00000034,
1686,0.0000013,
1687,0.00000049,
1688,0.00000052,
1689,0.00000079,
1690,0.00000046,
1691,0.00000045,
1692,0,
1693,0,
1694,0,
1695,0,
1696,0,
1697,0.00000076,
1698,0.00000127,
1699,0.00000029,
1700,0,
1701,0,
1702,0.00000038,
1703,0.00000034,
1704,0.0000004,
1705,0.00000107,
1706,0,
1707,0.00000052,
1708,0,
1709,0.00000076,
1710,0.00000084,
1711,0,
1712,0,
1713,0.00000053,
1714,0.00000193,
1715,0,
1716,0.00000023,
1717,0,
1718,0.00000076,
1719,0,
1720,0,
1721,0,
1722,0,
1723,0.00000028,
1724,0,
1725,0,
1726,0,
1727,0,
1728,0.00000043,
1729,0,
1730,0,
1731,0,
1732,0.00000028,
1733,0,
1734,0.00000007,
1735,0,
1736,0,
1737,0,
1738,0,
1739,0.00000039,
1740,0.00000109,
1741,0.00000058,
1742,0.00000033,
1743,0,
1744,0.00000021,
1745,0,
1746,0,
1747,0,
1748,0,
1749,0,
1750,0.00000049,
1751,0.00000019,
1752,0,
1753,0.00000027,
1754,0.00000126,
1755,0.00000129,
1756,0.00000043,
1757,0.00000024,
1758,0,
1759,0.0000038,
1760,0,
1761,0,
1762,0,
1763,0.00000038,
1764,0,
1765,0,
1766,0.00000109,
1767,0,
1768,0,
1769,0.00000063,
1770,0,
1771,0,
1772,0,
1773,0,
1774,0,
1775,0,
1776,0.00000033,
1777,0,
1778,0.00000041,
1779,0,
1780,0.0000002,
1781,0.00000106,
1782,0.00000037,
1783,0.00000012,
1784,0.00000048,
1785,0.00000084,
1786,0.00000027,
1787,0.00000049,
1788,0.00000054,
1789,0,
1790,0,
1791,0,
1792,0,
1793,0,
1794,0,
1795,0.00000152,
1796,0,
1797,0,
1798,0.00000029,
1799,0,
1800,0.00000044,
1801,0,
1802,0.00000039,
1803,0,
1804,0,
1805,0,
1806,0,
1807,0,
1808,0.00000048,
1809,0,
1810,0.00000091,
1811,0.00000049,
1812,0.00000113,
1813,0.00000018,
1814,0.00000015,
1815,0.00000116,
1816,0.00000035,
